# BEAST v1.8.0, r5971
# Generated Wed Jan 14 18:33:43 PST 2015 [seed=1421289222306]
state	posterior	prior	aglikelihoodtreecluster	K	mds.precision	serum.drift	serum.precision	mu.precision	probActiveNode
83400000	-4975.945369342406	-1161.8069400193313	-3814.1384293230744	13.0	0.1	0.5151466695355242	1.0	0.4	0.04220283090919111
83600000	-4912.47249999412	-1107.0086887240168	-3805.463811270103	11.0	0.1	0.5252503919249107	1.0	0.4	0.04880617025979369
83800000	-4954.4186590888285	-1144.2918164923296	-3810.126842596499	7.0	0.1	0.5368613045704593	1.0	0.4	0.025468409867839936
84000000	-4927.086973651349	-1120.200117785096	-3806.8868558662525	8.0	0.1	0.504250117965378	1.0	0.4	0.05581892948098364
84200000	-4960.50291277014	-1148.0833841474346	-3812.4195286227055	14.0	0.1	0.4577726407844004	1.0	0.4	0.06034145208069397
84400000	-4963.985622068319	-1159.445937121717	-3804.539684946602	16.0	0.1	0.4959895896830063	1.0	0.4	0.11636603077258602
84600000	-4961.484590647443	-1166.8659439400408	-3794.618646707402	14.0	0.1	0.5474934680833395	1.0	0.4	0.07411225846981724
84800000	-4939.751785350575	-1140.089394050546	-3799.662391300029	6.0	0.1	0.5461813996502041	1.0	0.4	0.022915489718126774
85000000	-4949.912480987543	-1142.8568144891854	-3807.0556664983574	12.0	0.1	0.5630723081206963	1.0	0.4	0.04576363026941761
85200000	-4952.448949107642	-1142.9169684273686	-3809.5319806802736	8.0	0.1	0.5221177041723802	1.0	0.4	0.018402209462493102
85400000	-4961.229498143602	-1156.0104620260463	-3805.2190361175553	11.0	0.1	0.4897434431786237	1.0	0.4	0.05119906684244907
85600000	-4975.840484777522	-1180.088028433946	-3795.7524563435763	9.0	0.1	0.4963492658564254	1.0	0.4	0.028204772143736984
85800000	-4967.733915262705	-1151.2987405114386	-3816.4351747512655	21.0	0.1	0.5311931562114837	1.0	0.4	0.07098018238316085
86000000	-4958.933580084943	-1151.4235913991702	-3807.509988685773	12.0	0.1	0.5772494631802656	1.0	0.4	0.05595098973221011
86200000	-4949.7384452914175	-1136.1973306725197	-3813.5411146188976	9.0	0.1	0.5191153422829535	1.0	0.4	0.04406493952143387
86400000	-4964.664793901442	-1162.2839488181714	-3802.3808450832703	18.0	0.1	0.6436727689471767	1.0	0.4	0.08157147116861314
86600000	-4929.555522620742	-1127.7251154949163	-3801.830407125826	6.0	0.1	0.596831996054293	1.0	0.4	0.04575136999111328
86800000	-4952.869439809576	-1154.0926726057505	-3798.7767672038253	9.0	0.1	0.5280099672702673	1.0	0.4	0.03798467633481531
87000000	-4946.708260742444	-1132.6026607914625	-3814.1055999509813	7.0	0.1	0.49607121698202916	1.0	0.4	0.05711950421706634
87200000	-4950.575066165393	-1154.5192918746336	-3796.055774290759	11.0	0.1	0.5191416759375964	1.0	0.4	0.04667385905199645
87400000	-4955.212892266229	-1151.6972576860578	-3803.5156345801706	7.0	0.1	0.4996836586676981	1.0	0.4	0.05478632494504114
87600000	-4938.156349340541	-1156.5337448257806	-3781.622604514761	11.0	0.1	0.555089184294278	1.0	0.4	0.03904382411991209
87800000	-4950.876416546134	-1153.046709068751	-3797.829707477383	12.0	0.1	0.5036251328015855	1.0	0.4	0.049346611780841966
88000000	-4922.04847955518	-1107.7361840045837	-3814.3122955505964	10.0	0.1	0.5237479928551837	1.0	0.4	0.05199510115610746
88200000	-4943.303661234783	-1135.2466398128943	-3808.057021421889	8.0	0.1	0.49321459992491345	1.0	0.4	0.02198799777904388
88400000	-4918.721266284547	-1108.6723199486128	-3810.0489463359345	9.0	0.1	0.525797730015371	1.0	0.4	0.03816378988598093
88600000	-4977.86780966253	-1167.0711489612645	-3810.796660701265	11.0	0.1	0.46489118547348807	1.0	0.4	0.030434500141753203
88800000	-4943.668676333676	-1146.615231073785	-3797.053445259891	12.0	0.1	0.5361517382543766	1.0	0.4	0.04162075073117967
89000000	-4948.406790729338	-1131.2042492427788	-3817.2025414865598	10.0	0.1	0.46516929048169514	1.0	0.4	0.06072292589052311
89200000	-4955.0233438179675	-1143.791903482547	-3811.2314403354203	9.0	0.1	0.5241295145327103	1.0	0.4	0.03233923982980891
89400000	-4948.320951070342	-1132.3807522705833	-3815.940198799758	12.0	0.1	0.48526254942127633	1.0	0.4	0.05731604343879593
89600000	-4949.9008845075905	-1148.0421638907846	-3801.858720616806	6.0	0.1	0.5236437011670522	1.0	0.4	0.02907062340461225
89800000	-4936.463782613403	-1135.008952056102	-3801.454830557301	10.0	0.1	0.5284215972121832	1.0	0.4	0.048371564048785294
90000000	-4953.621875639215	-1146.2377445347345	-3807.3841311044807	8.0	0.1	0.48025506573414223	1.0	0.4	0.04017570439465792
90200000	-4974.191068842549	-1148.6278452300526	-3825.5632236124966	11.0	0.1	0.47158667639493723	1.0	0.4	0.06415659804822392
90400000	-4920.864070385558	-1124.4955224468306	-3796.3685479387277	16.0	0.1	0.5897099021566309	1.0	0.4	0.08203524701855566
90600000	-4929.156775527281	-1124.7149017768625	-3804.441873750418	9.0	0.1	0.5594945108048527	1.0	0.4	0.06923067020399389
90800000	-4965.602868663355	-1153.1471085834457	-3812.4557600799094	6.0	0.1	0.5904030626135423	1.0	0.4	0.034263331769907604
91000000	-4971.0318046910525	-1147.205131863344	-3823.8266728277085	11.0	0.1	0.48287702293492996	1.0	0.4	0.056043766772818485
91200000	-4964.395231980013	-1162.2184493446869	-3802.176782635326	12.0	0.1	0.4671988563809895	1.0	0.4	0.06011744993639262
91400000	-4937.913276862459	-1132.008932410462	-3805.904344451997	7.0	0.1	0.5886153017795122	1.0	0.4	0.030427220329950336
91600000	-4932.848302081997	-1128.7420716258803	-3804.106230456117	7.0	0.1	0.6247718291104536	1.0	0.4	0.03714409114846494
91800000	-4918.989169492402	-1116.3347226342653	-3802.6544468581365	9.0	0.1	0.49722615191260927	1.0	0.4	0.04327657257759232
92000000	-4965.674763815564	-1157.8732330253918	-3807.8015307901724	13.0	0.1	0.5106877319456069	1.0	0.4	0.04582315129925684
92200000	-4924.047290821169	-1117.0711687616226	-3806.9761220595456	7.0	0.1	0.4966552472226177	1.0	0.4	0.03369878097968587
92400000	-4951.3083210354225	-1150.543944472138	-3800.7643765632847	11.0	0.1	0.5632181684070379	1.0	0.4	0.04090573401700702
92600000	-4930.925676819263	-1120.6788754530062	-3810.246801366256	8.0	0.1	0.5594348653349964	1.0	0.4	0.027046523644862167
92800000	-4948.909918859074	-1142.6428427090002	-3806.2670761500744	7.0	0.1	0.5109158507702845	1.0	0.4	0.03190065221406867
93000000	-4917.826573546857	-1120.3648951393502	-3797.4616784075065	13.0	0.1	0.593946664476182	1.0	0.4	0.06374775228941133
93200000	-4943.134093794656	-1146.9598883417204	-3796.174205452936	6.0	0.1	0.5288534361891882	1.0	0.4	0.04397052929962997
93400000	-4930.497507013843	-1118.3547766840356	-3812.142730329807	8.0	0.1	0.5520486945685985	1.0	0.4	0.04149047891516495
93600000	-5000.176063889582	-1199.8327521572185	-3800.343311732364	12.0	0.1	0.5392442870025359	1.0	0.4	0.06241666220668259
93800000	-4980.433998660349	-1176.836797137084	-3803.597201523265	8.0	0.1	0.5562069992847667	1.0	0.4	0.03411504151487139
94000000	-4949.591629134684	-1136.9175744741146	-3812.6740546605697	7.0	0.1	0.5123184423689929	1.0	0.4	0.029840056948150548
94200000	-4948.208942005131	-1138.0704965306545	-3810.1384454744766	6.0	0.1	0.43525695809177356	1.0	0.4	0.03008289139696472
94400000	-4945.493897754323	-1139.4373990270267	-3806.056498727297	13.0	0.1	0.5499131862738884	1.0	0.4	0.07268697563710104
94600000	-4944.837519139661	-1134.490446186964	-3810.347072952697	10.0	0.1	0.5221749227583156	1.0	0.4	0.03581459484933003
94800000	-4948.195590121843	-1142.1573025707833	-3806.0382875510604	12.0	0.1	0.5465177774738307	1.0	0.4	0.06314857977322628
95000000	-4924.298847218868	-1130.654403688651	-3793.644443530217	12.0	0.1	0.5975920419436329	1.0	0.4	0.05728422861173103
95200000	-4941.87279579313	-1122.4941813398132	-3819.378614453316	12.0	0.1	0.49422768758285657	1.0	0.4	0.06795720988468405
95400000	-4945.710172840871	-1146.0543699322043	-3799.655802908667	9.0	0.1	0.4858014612824067	1.0	0.4	0.024613043330551962
95600000	-4944.762975526153	-1135.8934721747987	-3808.869503351355	13.0	0.1	0.4586669122219615	1.0	0.4	0.06056288519723119
95800000	-4956.378178217433	-1142.8881335945973	-3813.4900446228353	12.0	0.1	0.5218417773495386	1.0	0.4	0.04088367026138269
96000000	-4940.388790208454	-1144.3505394170872	-3796.0382507913673	15.0	0.1	0.565289375563363	1.0	0.4	0.12384343061288283
96200000	-4939.958197451281	-1138.9228658215136	-3801.035331629768	8.0	0.1	0.57985512437684	1.0	0.4	0.041365654236415285
96400000	-4914.977784404038	-1111.9031808073073	-3803.0746035967304	9.0	0.1	0.5416548474587208	1.0	0.4	0.04676899057572978
96600000	-4930.627251400725	-1133.382660101229	-3797.244591299496	8.0	0.1	0.5638950149015943	1.0	0.4	0.028412797235992195
96800000	-4973.193647372624	-1164.5631887085528	-3808.6304586640713	11.0	0.1	0.5514460849316339	1.0	0.4	0.05373788065338395
97000000	-4902.361638556513	-1103.5300104317307	-3798.831628124782	8.0	0.1	0.5194070501824112	1.0	0.4	0.02650028801548853
97200000	-4927.680703727852	-1115.9637586222016	-3811.7169451056507	6.0	0.1	0.5537493048741312	1.0	0.4	0.022897034512528516
97400000	-4927.04832706817	-1117.7762071331285	-3809.2721199350412	7.0	0.1	0.5423277879566387	1.0	0.4	0.01377733391936102
97600000	-4932.549359028208	-1126.7430380397739	-3805.8063209884335	9.0	0.1	0.5437604527900415	1.0	0.4	0.03526073256347226
97800000	-4959.29503847987	-1171.0236151772328	-3788.2714233026372	11.0	0.1	0.5941111248308092	1.0	0.4	0.06955652136854748
98000000	-4946.67974431605	-1145.4341735740618	-3801.245570741988	10.0	0.1	0.5669247851212798	1.0	0.4	0.03821143469780071
98200000	-4948.2714701550285	-1150.1821862376407	-3798.089283917388	10.0	0.1	0.5921252058448208	1.0	0.4	0.03558478920647628
98400000	-4963.8287512699335	-1147.5750228525874	-3816.253728417346	7.0	0.1	0.5191615448451006	1.0	0.4	0.022075783780669024
98600000	-4943.917692476934	-1131.681820319765	-3812.2358721571686	6.0	0.1	0.4869997724328858	1.0	0.4	0.03451090908961635
98800000	-4946.820737542908	-1143.3116418670006	-3803.5090956759077	7.0	0.1	0.5763908447451892	1.0	0.4	0.02477043539442248
99000000	-4937.204064085252	-1126.3718632680989	-3810.8322008171526	13.0	0.1	0.5711357528022097	1.0	0.4	0.08301564345958709
99200000	-4939.398131337166	-1144.8901523041663	-3794.507979032999	7.0	0.1	0.5582871353288043	1.0	0.4	0.01812842628656768
99400000	-4945.567375777949	-1139.8466936040206	-3805.720682173928	9.0	0.1	0.5651369921831729	1.0	0.4	0.01950464002608479
99600000	-4947.0667914171345	-1140.8871324234965	-3806.179658993638	10.0	0.1	0.514721882100797	1.0	0.4	0.03919139846802012
99800000	-4949.50524148992	-1156.1095235243129	-3793.395717965607	8.0	0.1	0.5617069422686134	1.0	0.4	0.060652749535117914
100000000	-4917.366717177968	-1110.892131059064	-3806.474586118904	6.0	0.1	0.5203685772418851	1.0	0.4	0.035881071783117904
